algo,candidate_id,seed,best_final,auc_best,auc_best_norm,runtime_sec,evals_total,budget_triggered,stop_reason,cxpb,mutpb,mutation_rate,parents_rate,sel_mutation,tail_mutation,c1,c2,w,error
joint,100,1001,438.65,43859.07500000008,438.59075000000075,84.06901335716248,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,101,438.65,43863.35000000008,438.63350000000077,80.82097506523132,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,1102,438.65,43862.67500000008,438.6267500000008,93.86664915084839,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,202,438.65,43862.07500000008,438.6207500000008,81.0282518863678,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,303,438.65,43861.77500000008,438.6177500000008,88.19826412200928,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,404,438.65,43863.42500000008,438.6342500000008,92.14130783081055,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,505,438.65,43861.55000000008,438.61550000000085,90.5205774307251,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,606,438.65,43858.17500000008,438.58175000000085,88.17583775520325,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,707,438.65,43860.27500000008,438.6027500000008,81.6864595413208,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,808,438.65,43858.325000000084,438.5832500000008,91.45199346542358,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,100,909,438.65,43860.87500000008,438.6087500000008,91.24895286560059,1822,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,
joint,10,1001,438.65,43856.97500000008,438.5697500000008,56.70872950553894,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,101,438.65,43843.100000000086,438.43100000000084,56.71897077560425,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,1102,438.65,43843.62500000005,438.4362500000005,58.251893043518066,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,202,438.65,43839.8750000001,438.39875000000103,58.55159831047058,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,303,438.65,43849.02500000008,438.4902500000008,55.76389145851135,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,404,438.65,43843.17500000009,438.4317500000009,54.91766095161438,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,505,438.65,43839.80000000007,438.3980000000007,57.43644070625305,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,606,438.65,43847.07500000009,438.4707500000009,58.28800845146179,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,707,438.65,43854.27500000009,438.54275000000086,57.34317493438721,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,808,438.65,43850.825000000084,438.5082500000008,54.784961223602295,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,10,909,438.65,43862.37500000008,438.6237500000008,59.69837808609009,1222,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,
joint,11,1001,438.65,43853.37500000009,438.53375000000085,106.15886545181274,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,101,438.65,43854.350000000086,438.54350000000085,91.58812308311462,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,1102,438.65,43851.725000000086,438.51725000000084,99.90579056739807,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,202,438.65,43853.97500000008,438.53975000000077,107.76848697662354,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,303,438.65,43856.07500000008,438.5607500000008,99.34449625015259,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,404,438.65,43862.52500000008,438.6252500000008,87.85342502593994,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,505,438.65,43858.55000000008,438.5855000000008,100.41462707519531,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,606,438.65,43860.27500000008,438.6027500000008,103.00689935684204,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,707,438.65,43857.12500000008,438.5712500000008,100.59043002128601,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,808,438.65,43859.37500000008,438.5937500000008,106.00664591789246,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,11,909,438.65,43856.82500000009,438.56825000000094,109.47976756095886,1922,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,
joint,12,1001,438.65,43856.225000000086,438.56225000000086,63.17434883117676,1222,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,
joint,12,101,438.65,43856.75000000008,438.5675000000008,55.08131694793701,1222,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,
joint,12,1102,438.65,43857.27500000008,438.57275000000084,64.13715362548828,1222,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,
joint,12,202,438.65,43858.475000000086,438.58475000000084,55.99147987365723,1222,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,
