generation,best_fitness_evader,best_fitness_auditor,mean_fitness_evader,std_fitness_evader,mean_fitness_auditor,std_fitness_auditor,best_evader_genome,best_auditor_genome
0,-0.18903553397250228,0.3691894266891773,-0.830699544728477,0.3984998544461529,0.15639222165146557,0.07523797388074441,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]","[11, 7, 1, 23, 2, 3, 21, 20, 23, 20, 10, 2, 5, 5, 23, 18, 24, 4, 5, 14]"
1,-0.026464626927352297,0.45292317635048635,-0.8264666096414126,0.39332339560392293,0.16546182422701508,0.10482110532093318,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[19, 11, 23, 4, 4, 24, 18, 13, 2, 25, 8, 3, 0, 12, 20, 12, 25, 13, 24, 20]"
2,-0.19205898668745425,0.368505694878428,-0.864181482820128,0.38501185755681494,0.17629027442668593,0.08868243552088798,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[19, 11, 23, 4, 4, 24, 18, 13, 2, 25, 8, 3, 0, 12, 20, 12, 25, 13, 24, 20]"
3,-0.21264889697146194,0.3762648853561995,-0.8569688674803178,0.3951183809368515,0.15994781373329509,0.08765204571962179,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[10, 18, 12, 0, 20, 17, 20, 23, 0, 10, 8, 14, 6, 23, 19, 3, 2, 10, 7, 6]"
4,-0.14909243607465372,0.4127004009873742,-0.8186360031860123,0.37474719116473565,0.1746450404914729,0.10579651508320195,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[16, 23, 20, 14, 3, 15, 3, 3, 0, 20, 0, 3, 18, 4, 25, 18, 11, 20, 4, 1]"
5,-0.09266074899366816,0.368505694878428,-0.8314012296374313,0.3755359146782292,0.17623299608875728,0.08549987419837037,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[19, 11, 23, 4, 4, 24, 18, 13, 2, 25, 8, 3, 0, 12, 20, 12, 25, 13, 24, 20]"
6,-0.24813869047568815,0.32245243371705024,-0.8691163755934399,0.37814869018108843,0.147170593836419,0.07490584723430403,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[16, 18, 5, 14, 3, 10, 15, 9, 25, 24, 16, 21, 6, 2, 6, 18, 0, 23, 0, 2]"
7,-0.1382915440406156,0.308125537256039,-0.8443089384005658,0.40065189736750595,0.16195345838567896,0.07748677663878022,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[18, 4, 10, 21, 8, 20, 17, 10, 7, 19, 0, 15, 3, 4, 6, 17, 4, 16, 12, 10]"
8,-0.0362644946496784,0.36784013335525295,-0.8605197389546054,0.4193181390598458,0.18299501206170504,0.08378229441299163,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[11, 7, 1, 23, 2, 3, 21, 20, 23, 20, 10, 2, 5, 5, 23, 18, 24, 4, 5, 14]"
9,-0.026464626927352297,0.36784013335525295,-0.8534177565948387,0.41301078415276854,0.16224489289998417,0.09160183306408128,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[11, 7, 1, 23, 2, 3, 21, 20, 23, 20, 10, 2, 5, 5, 23, 18, 24, 4, 5, 14]"
10,-0.19684541285344426,0.36134449775352095,-0.8600035840356999,0.4112329210881141,0.1523983835084885,0.09071463172213125,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[23, 1, 17, 8, 7, 13, 24, 23, 24, 0, 10, 23, 16, 25, 17, 14, 6, 10, 9, 12]"
11,-0.19205898668745425,0.45292317635048635,-0.8507412825636559,0.3955054806876561,0.23244844313754545,0.0959258026134728,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[19, 11, 23, 4, 4, 24, 18, 13, 2, 25, 8, 3, 0, 12, 20, 12, 25, 13, 24, 20]"
