generation,best_fitness_evader,best_fitness_auditor,mean_fitness_evader,std_fitness_evader,mean_fitness_auditor,std_fitness_auditor,best_evader_genome,best_auditor_genome
25,0.6046410818279255,-0.583791071561042,0.6038127086735501,0.0003460918757211181,-0.5912046522329653,0.005620751352457162,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 4, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
26,0.6042280067793464,-0.5870899914236943,0.6032922833107343,0.0004309841855471933,-0.5941756621542585,0.004421146634137242,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 5, 1, 23, 15, 8, 4, 8, 10]"
27,0.6057899304072014,-0.5878576204805963,0.603399297417879,0.0011222817017407592,-0.5934339210369973,0.0035816535008277015,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 5, 1, 23, 15, 8, 4, 8, 10]"
28,0.6002655664424728,-0.5828937897279166,0.5992178280006543,0.0005834938436723549,-0.5931148627227204,0.0036458228614747725,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
29,0.598324538459025,-0.5805194847964278,0.5969523160226324,0.0006728941536186791,-0.5900688463733376,0.004611047953009619,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
30,0.5971464943588082,-0.5815502345983969,0.5957481727877021,0.0006973525814556437,-0.5869297085350408,0.003865203241801637,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
31,0.5935632502335428,-0.5781904982089379,0.5925726202658732,0.0006003322673333016,-0.5867341004834525,0.0030499082797498397,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
32,0.5899129093223413,-0.582846223842527,0.5890815580285182,0.000456701237488459,-0.5855334374892365,0.0018085319764244408,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
33,0.5894096693571926,-0.5814104647475313,0.5890482388934626,0.0004406092849958896,-0.584748863222501,0.0021809710093240505,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
34,0.5909654510875209,-0.5746800259653309,0.5895214816003713,0.0008028123140121126,-0.5816743235333276,0.004759807886674672,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
35,0.5928769741160296,-0.5732366425234783,0.5909760297033955,0.0013064520145644322,-0.5800767675854979,0.0053284046868124785,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
36,0.5934138663472956,-0.5743075680510579,0.5908097784047454,0.0013148818111978862,-0.5806593602853315,0.0030195770182434812,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
37,0.5899324247126874,-0.5764636447902842,0.5892164289670933,0.0004901621264003718,-0.5831884690065641,0.0034934379664703944,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
38,0.5912917843600833,-0.5821473757678741,0.5893932393231832,0.001210069517219622,-0.5849840661327133,0.0015971734580101826,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 5, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 18, 4, 11, 10]"
39,0.590507285609946,-0.5854770224362398,0.5895642753095028,0.0007637235282863423,-0.5870945016424921,0.0012380683368516756,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
40,0.5898311132371467,-0.5735421000963163,0.5887846364602102,0.0005572602945409962,-0.5802307983126445,0.0039219810322126784,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
41,0.591333433556118,-0.5799159940241466,0.5895557516380443,0.0009508262304321737,-0.5840177950703305,0.0020816729405220905,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
42,0.5900401558813029,-0.5756291117646485,0.5885539662416263,0.0008939603924423728,-0.5818712863166026,0.002825121428996857,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
43,0.5893257500236823,-0.5745954988699569,0.5880552848527968,0.0006107032107236155,-0.5808211127425664,0.0030054154506786598,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
44,0.5894889418804596,-0.5733281785429423,0.5879714328997214,0.0008649195643930749,-0.5817559857282195,0.0030169044241873254,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[11, 2, 24, 5, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
45,0.5867474651474447,-0.5729434071446501,0.586264260097229,0.00031597816984452133,-0.5794509588662757,0.003378368447952028,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 2, 24, 4, 8, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 7, 8, 4, 11, 10]"
46,0.5865859067675564,-0.5667706581873504,0.5858697013668509,0.0004804332846531055,-0.5796069363181363,0.0053067941292235625,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 2, 24, 5, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
47,0.5868480498007755,-0.5672496648526824,0.5852464806938378,0.0008104633673050321,-0.5769492799792818,0.006407128217208167,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[11, 2, 24, 5, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
48,0.5848532428872673,-0.5632978940403528,0.5822195614289788,0.0013524412111102925,-0.5694465887396237,0.004991230509246537,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[11, 2, 24, 5, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
49,0.5795743041140721,-0.5569941203918131,0.5773517160806225,0.0011462698147913697,-0.5668031315930079,0.004545432932164742,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 5, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
50,0.5781011092657805,-0.5701029200935248,0.5757294362132876,0.0012297978070146326,-0.5728766423600239,0.0011191228550480325,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 4, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
51,0.5762516942648431,-0.552167310787915,0.5746898299582319,0.0010998825413012364,-0.560861059438922,0.006054641476456415,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 2, 24, 4, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
52,0.5771602523202098,-0.5701029200935248,0.5747795865878017,0.0011279589282889994,-0.5719090648251985,0.001600976191249806,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 4, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
53,0.5726337603604309,-0.5570881325923159,0.5721880890426917,0.00019729382879026664,-0.5637868150817139,0.004251310529370331,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[11, 2, 24, 4, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
54,0.5757604721989819,-0.5592596414557275,0.5737078052512892,0.0010950550066944993,-0.5652111349397364,0.0033149199656243114,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[11, 2, 24, 4, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
55,0.5754315161424616,-0.5557227481216687,0.5729394205681033,0.0013263100346408015,-0.5632976109607533,0.004370844105267476,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[11, 2, 24, 4, 3, 1, 7, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
56,0.5772028409463527,-0.5527064446313136,0.5739256830620229,0.0017746421907849069,-0.5635960068761372,0.004380244035992756,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[11, 2, 24, 5, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 10, 11, 10]"
57,0.5709041286586694,-0.5512719586289149,0.5704199466475186,0.00029570501839685896,-0.5657283827158631,0.004417820275346152,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 2, 24, 5, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 10, 11, 10]"
58,0.5705160564990015,-0.5487805326343302,0.5693433150027274,0.00037923506852563353,-0.5618772404995916,0.006017771670243126,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 5, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 10, 11, 10]"
59,0.5707182237767795,-0.5461146880995872,0.5688856005365657,0.0009596188131428867,-0.5600532967506802,0.008538233904744329,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[11, 2, 24, 4, 3, 1, 2, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
60,0.5664184949239144,-0.547013313610237,0.5644494265527668,0.001195763859016461,-0.5540256353414335,0.006315551491615659,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
61,0.5594284903584534,-0.5474949027507489,0.5568031284268333,0.0008208973723687826,-0.5501585987826504,0.001936962551833806,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
62,0.5547400309640074,-0.5406579486032097,0.5528872467118598,0.0009537318893941011,-0.5454306086188796,0.002629557045626232,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
63,0.5544006259846657,-0.5383486077042563,0.5523971662180922,0.000935672620090727,-0.5436647758943445,0.0032387806661063312,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
64,0.5573300303532099,-0.5472596099705143,0.5537161387621901,0.001855452982432211,-0.5481346321791732,0.000797209190904842,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
65,0.5531751812818265,-0.5454198219051848,0.550746267511234,0.0012384226984558373,-0.5479429284703619,0.0006237827813007832,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 0, 23, 15, 8, 4, 11, 22]"
66,0.5524486816712061,-0.5388948862534886,0.5510941734225538,0.0009908560836337692,-0.5435456910264901,0.0029049900572330183,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 0, 23, 15, 8, 4, 11, 22]"
67,0.5530840544674267,-0.5385844436273267,0.5507516371251779,0.0011101679073217353,-0.5425759598743366,0.0034533243038534843,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 2, 4, 2, 1, 23, 15, 8, 4, 11, 10]"
68,0.549917248127042,-0.539143366334274,0.5492879344385394,0.00037741753187071577,-0.5430955284721292,0.002732194638777916,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 8, 22]"
69,0.5516797684185264,-0.5342408917301023,0.5502058021366623,0.0011701244503956386,-0.5432844261581722,0.0029733450668136966,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 8, 22]"
70,0.5509619237366933,-0.5371026125127005,0.5493519018727904,0.000941670040292073,-0.544908993325891,0.0027653520226925982,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 8, 22]"
71,0.5490410869975377,-0.5369437655144599,0.5478761509082274,0.0008633994889280116,-0.5431845306847193,0.0031597540621563567,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 8, 22]"
72,0.5478272373037655,-0.5378485488779079,0.5461921874557125,0.0009498978330856193,-0.5410792765014965,0.0019069448471945752,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 8, 22]"
73,0.5462968535891202,-0.5321561325946704,0.5444230556796199,0.001063001071669754,-0.5374319764951132,0.0027943209719973002,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]","[11, 23, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 11, 22]"
74,0.5459836287047767,-0.533152269499846,0.5439816120564422,0.0012463426313522824,-0.537743713831349,0.0021249314660875336,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[11, 2, 24, 4, 3, 1, 1, 0, 2, 0, 1, 4, 2, 0, 23, 15, 8, 4, 8, 22]"
