algo,candidate_id,seed,error,json_path,best_final,auc_best,auc_best_norm,runtime_sec,evals_total,budget_triggered,stop_reason,cxpb,mutpb,mutation_rate,parents_rate,sel_mutation,tail_mutation,c1,c2,w,generations,popsize,best_first,best_last,best_impr_abs,best_impr_pct,best_plateau_gen,best_volatility_std,best_n_strict_improvements,len_best,len_mean,len_median,final_mean,final_median,final_std,final_variance,avg_std,avg_variance,best_genome,n_best_genomes
joint,34,101,,results\joint\runs\joint_c34_s101.json,9431.6,924088.2499999995,9240.882499999996,1982.44380235672,4000,False,None,,,,0.6183969881104312,0.40454762893921514,0.00957271546977161,,,,100,100,,,,,,,,101,101,101,8947.759,9331.325,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,34,202,,results\joint\runs\joint_c34_s202.json,9452.05,922223.7749999992,9222.237749999993,2009.0746850967407,4000,False,None,,,,0.6183969881104312,0.40454762893921514,0.00957271546977161,,,,100,100,,,,,,,,101,101,101,8991.0865,9352.575,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,34,303,,results\joint\runs\joint_c34_s303.json,9411.5,923072.7750000005,9230.727750000005,1792.573233127594,4000,False,None,,,,0.6183969881104312,0.40454762893921514,0.00957271546977161,,,,100,100,,,,,,,,101,101,101,8983.3975,9345.224999999999,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,34,404,,results\joint\runs\joint_c34_s404.json,9454.75,924569.6249999998,9245.696249999997,1992.6967780590057,4000,False,None,,,,0.6183969881104312,0.40454762893921514,0.00957271546977161,,,,100,100,,,,,,,,101,101,101,9046.930499999999,9377.974999999999,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,34,505,,results\joint\runs\joint_c34_s505.json,9397.4,918223.8500000009,9182.238500000009,1754.6625101566315,4000,False,None,,,,0.6183969881104312,0.40454762893921514,0.00957271546977161,,,,100,100,,,,,,,,101,101,101,9010.539,9332.3,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,34,606,,results\joint\runs\joint_c34_s606.json,9389.5,920965.375,9209.65375,1987.1174006462097,4000,False,None,,,,0.6183969881104312,0.40454762893921514,0.00957271546977161,,,,100,100,,,,,,,,101,101,101,8960.518499999998,9311.625,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,35,101,,results\joint\runs\joint_c35_s101.json,9375.85,931037.2250000016,9310.372250000017,3727.430680036545,7400,False,None,,,,0.2720784279220355,0.0994628988748409,0.1873871274340011,,,,100,100,,,,,,,,101,101,101,8909.567,9154.2,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,35,202,,results\joint\runs\joint_c35_s202.json,9402.4,928586.3500000004,9285.863500000005,3754.8728330135345,7400,False,None,,,,0.2720784279220355,0.0994628988748409,0.1873871274340011,,,,100,100,,,,,,,,101,101,101,8894.343499999999,9124.375,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,35,303,,results\joint\runs\joint_c35_s303.json,9467.6,931533.9250000013,9315.339250000014,3686.0320467948914,7400,False,None,,,,0.2720784279220355,0.0994628988748409,0.1873871274340011,,,,100,100,,,,,,,,101,101,101,8818.988000000001,9090.9,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,35,404,,results\joint\runs\joint_c35_s404.json,9379.6,931778.0999999992,9317.780999999992,3718.9241654872894,7400,False,None,,,,0.2720784279220355,0.0994628988748409,0.1873871274340011,,,,100,100,,,,,,,,101,101,101,8878.924,9158.95,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,35,505,,results\joint\runs\joint_c35_s505.json,9349.5,926228.3999999994,9262.283999999994,3372.625868320465,7400,False,None,,,,0.2720784279220355,0.0994628988748409,0.1873871274340011,,,,100,100,,,,,,,,101,101,101,8819.9275,9106.425,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,35,606,,results\joint\runs\joint_c35_s606.json,9392.6,930303.9750000004,9303.039750000004,3481.6152760982513,7400,False,None,,,,0.2720784279220355,0.0994628988748409,0.1873871274340011,,,,100,100,,,,,,,,101,101,101,8853.225499999999,9133.4,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,36,101,,results\joint\runs\joint_c36_s101.json,9427.3,932485.2999999999,9324.853,3560.5274069309235,8000,False,None,,,,0.2118205616140491,0.4689565427626526,0.04602994113538999,,,,100,100,,,,,,,,101,101,101,8345.1295,8517.7,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,36,202,,results\joint\runs\joint_c36_s202.json,9493.15,932866.5750000004,9328.665750000004,3968.3163130283356,8000,False,None,,,,0.2118205616140491,0.4689565427626526,0.04602994113538999,,,,100,100,,,,,,,,101,101,101,8543.982,8683.675,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,36,303,,results\joint\runs\joint_c36_s303.json,9514.75,941376.7999999992,9413.767999999993,4015.5418915748596,8000,False,None,,,,0.2118205616140491,0.4689565427626526,0.04602994113538999,,,,100,100,,,,,,,,101,101,101,8479.754500000001,8706.325,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,36,404,,results\joint\runs\joint_c36_s404.json,9526.75,938874.6749999995,9388.746749999995,4038.6977462768555,8000,False,None,,,,0.2118205616140491,0.4689565427626526,0.04602994113538999,,,,100,100,,,,,,,,101,101,101,8546.8555,8713.25,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,36,505,,results\joint\runs\joint_c36_s505.json,9508.2,937383.3499999982,9373.833499999982,3691.1250281333923,8000,False,None,,,,0.2118205616140491,0.4689565427626526,0.04602994113538999,,,,100,100,,,,,,,,101,101,101,8582.565499999999,8831.75,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,36,606,,results\joint\runs\joint_c36_s606.json,9472.45,933609.8,9336.098,3915.6799504756927,8000,False,None,,,,0.2118205616140491,0.4689565427626526,0.04602994113538999,,,,100,100,,,,,,,,101,101,101,8498.248,8797.0,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,37,101,,results\joint\runs\joint_c37_s101.json,9410.3,936226.6000000017,9362.266000000018,4507.420099973679,9000,False,None,,,,0.11397732843222086,0.3838639043871105,0.1567524361925667,,,,100,100,,,,,,,,101,101,101,8252.736000000003,8550.775000000001,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,37,202,,results\joint\runs\joint_c37_s202.json,9430.05,934173.9250000003,9341.739250000002,4458.58780503273,9000,False,None,,,,0.11397732843222086,0.3838639043871105,0.1567524361925667,,,,100,100,,,,,,,,101,101,101,8213.712,8540.1,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,37,303,,results\joint\runs\joint_c37_s303.json,9439.15,935149.1500000003,9351.491500000002,4542.500527620316,9000,False,None,,,,0.11397732843222086,0.3838639043871105,0.1567524361925667,,,,100,100,,,,,,,,101,101,101,8042.884,8238.325,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,37,404,,results\joint\runs\joint_c37_s404.json,9408.5,934417.8000000004,9344.178000000004,4072.0380730628967,9000,False,None,,,,0.11397732843222086,0.3838639043871105,0.1567524361925667,,,,100,100,,,,,,,,101,101,101,8218.313999999998,8345.8,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,37,505,,results\joint\runs\joint_c37_s505.json,9425.95,936519.2749999983,9365.192749999982,4032.2630405426025,9000,False,None,,,,0.11397732843222086,0.3838639043871105,0.1567524361925667,,,,100,100,,,,,,,,101,101,101,8299.243,8486.150000000001,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,37,606,,results\joint\runs\joint_c37_s606.json,9424.15,934197.5499999986,9341.975499999986,4018.8488385677338,9000,False,None,,,,0.11397732843222086,0.3838639043871105,0.1567524361925667,,,,100,100,,,,,,,,101,101,101,8391.711,8528.325,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,38,101,,results\joint\runs\joint_c38_s101.json,9394.95,928397.724999999,9283.97724999999,2218.357242822647,5000,False,None,,,,0.5166478360385556,0.15100998919394182,0.17188691515623736,,,,100,100,,,,,,,,101,101,101,8955.127499999999,9282.6,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,38,202,,results\joint\runs\joint_c38_s202.json,9335.8,922130.2500000012,9221.302500000013,2511.2118203639984,5000,False,None,,,,0.5166478360385556,0.15100998919394182,0.17188691515623736,,,,100,100,,,,,,,,101,101,101,8953.957,9249.55,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,38,303,,results\joint\runs\joint_c38_s303.json,9419.3,927399.875000001,9273.99875000001,2517.7927186489105,5000,False,None,,,,0.5166478360385556,0.15100998919394182,0.17188691515623736,,,,100,100,,,,,,,,101,101,101,8930.892499999998,9293.325,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,38,404,,results\joint\runs\joint_c38_s404.json,9351.75,925501.2750000005,9255.012750000005,2528.233266353607,5000,False,None,,,,0.5166478360385556,0.15100998919394182,0.17188691515623736,,,,100,100,,,,,,,,101,101,101,9021.6015,9283.349999999999,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,38,505,,results\joint\runs\joint_c38_s505.json,9348.55,920579.3750000014,9205.793750000013,2490.7816863059998,5000,False,None,,,,0.5166478360385556,0.15100998919394182,0.17188691515623736,,,,100,100,,,,,,,,101,101,101,8976.093,9275.65,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,38,606,,results\joint\runs\joint_c38_s606.json,9388.5,929809.3749999997,9298.093749999996,2521.9304597377777,5000,False,None,,,,0.5166478360385556,0.15100998919394182,0.17188691515623736,,,,100,100,,,,,,,,101,101,101,8821.197,9304.95,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,39,101,,results\joint\runs\joint_c39_s101.json,9288.35,918593.6249999997,9185.936249999997,2562.4042489528656,5700,False,None,,,,0.4466375373989454,0.1877506851717919,0.22777430358415196,,,,100,100,,,,,,,,101,101,101,8782.118,9100.05,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,39,202,,results\joint\runs\joint_c39_s202.json,9323.0,924458.4500000002,9244.584500000003,2809.003920316696,5700,False,None,,,,0.4466375373989454,0.1877506851717919,0.22777430358415196,,,,100,100,,,,,,,,101,101,101,8800.7025,9135.425,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,39,303,,results\joint\runs\joint_c39_s303.json,9360.55,927491.3000000019,9274.913000000019,2523.4853785037994,5700,False,None,,,,0.4466375373989454,0.1877506851717919,0.22777430358415196,,,,100,100,,,,,,,,101,101,101,8756.1905,9177.95,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,39,404,,results\joint\runs\joint_c39_s404.json,9325.5,925657.9,9256.579,2553.6041145324707,5700,False,None,,,,0.4466375373989454,0.1877506851717919,0.22777430358415196,,,,100,100,,,,,,,,101,101,101,8850.79,9166.4,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,39,505,,results\joint\runs\joint_c39_s505.json,9370.8,927371.550000002,9273.71550000002,2880.6405029296875,5700,False,None,,,,0.4466375373989454,0.1877506851717919,0.22777430358415196,,,,100,100,,,,,,,,101,101,101,8811.338,9195.8,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,39,606,,results\joint\runs\joint_c39_s606.json,9343.05,924680.9500000004,9246.809500000005,2584.608972787857,5700,False,None,,,,0.4466375373989454,0.1877506851717919,0.22777430358415196,,,,100,100,,,,,,,,101,101,101,8708.495499999999,9126.6,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,3,101,,results\joint\runs\joint_c3_s101.json,9314.95,920851.3749999981,9208.513749999982,1960.066339969635,3400,False,None,,,,0.6761864464871316,0.09481935931805335,0.17618789432536114,,,,100,100,,,,,,,,101,101,101,9059.894000000002,9240.7,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,3,202,,results\joint\runs\joint_c3_s202.json,9290.65,916377.825000001,9163.77825000001,2107.442831516266,3400,False,None,,,,0.6761864464871316,0.09481935931805335,0.17618789432536114,,,,100,100,,,,,,,,101,101,101,9044.105,9208.6,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,3,303,,results\joint\runs\joint_c3_s303.json,9358.0,919106.075000001,9191.06075000001,2109.0488312244415,3400,False,None,,,,0.6761864464871316,0.09481935931805335,0.17618789432536114,,,,100,100,,,,,,,,101,101,101,9118.404499999999,9252.474999999999,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,3,404,,results\joint\runs\joint_c3_s404.json,9362.35,917900.6749999993,9179.006749999993,2124.721795797348,3400,False,None,,,,0.6761864464871316,0.09481935931805335,0.17618789432536114,,,,100,100,,,,,,,,101,101,101,9073.0885,9219.9,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,3,505,,results\joint\runs\joint_c3_s505.json,9331.45,914493.7749999998,9144.937749999997,2106.193197250366,3400,False,None,,,,0.6761864464871316,0.09481935931805335,0.17618789432536114,,,,100,100,,,,,,,,101,101,101,9099.226499999997,9227.65,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
