algo,candidate_id,seed,error,json_path,best_final,auc_best,auc_best_norm,runtime_sec,evals_total,budget_triggered,stop_reason,cxpb,mutpb,mutation_rate,parents_rate,sel_mutation,tail_mutation,c1,c2,w,generations,popsize,best_first,best_last,best_impr_abs,best_impr_pct,best_plateau_gen,best_volatility_std,best_n_strict_improvements,len_best,len_mean,len_median,final_mean,final_median,final_std,final_variance,avg_std,avg_variance,best_genome,n_best_genomes
joint,100,101,,results\joint\runs\joint_c100_s101.json,9625.15,944417.5249999998,9444.175249999998,3414.3462615013123,7900,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,100,100,,,,,,,,101,101,101,8847.210500000001,9217.875,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,100,202,,results\joint\runs\joint_c100_s202.json,9598.55,949263.6249999998,9492.636249999998,3480.7631130218506,7900,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,100,100,,,,,,,,101,101,101,9019.8685,9397.599999999999,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",2
joint,100,303,,results\joint\runs\joint_c100_s303.json,9647.95,951110.15,9511.1015,3496.837230682373,7900,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,100,100,,,,,,,,101,101,101,8982.195000000002,9512.425,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,100,404,,results\joint\runs\joint_c100_s404.json,9569.8,941024.4500000008,9410.244500000008,3456.755210161209,7900,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,100,100,,,,,,,,101,101,101,8878.024,9299.175,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,100,505,,results\joint\runs\joint_c100_s505.json,9609.2,944918.5499999996,9449.185499999996,3509.0775196552277,7900,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,100,100,,,,,,,,101,101,101,9006.086,9449.225,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,100,606,,results\joint\runs\joint_c100_s606.json,9628.4,944170.9749999993,9441.709749999993,3446.48326420784,7900,False,None,,,,0.22342374612296612,0.33232290828251243,0.021375944208441515,,,,100,100,,,,,,,,101,101,101,9007.926,9366.025,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,10,101,,results\joint\runs\joint_c10_s101.json,9313.0,924377.2999999995,9243.772999999994,2622.547065258026,5200,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,100,100,,,,,,,,101,101,101,8908.466,9209.975,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,10,202,,results\joint\runs\joint_c10_s202.json,9388.45,929658.4749999982,9296.584749999982,2623.1341121196747,5200,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,100,100,,,,,,,,101,101,101,9074.6295,9282.925,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,10,303,,results\joint\runs\joint_c10_s303.json,9379.2,928929.7249999992,9289.297249999992,2672.3223617076874,5200,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,100,100,,,,,,,,101,101,101,9014.205,9283.55,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,10,404,,results\joint\runs\joint_c10_s404.json,9272.25,920000.875,9200.00875,2294.9343526363373,5200,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,100,100,,,,,,,,101,101,101,8903.007,9160.65,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,10,505,,results\joint\runs\joint_c10_s505.json,9399.55,928931.8749999988,9289.318749999988,2684.8384528160095,5200,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,100,100,,,,,,,,101,101,101,9064.508,9266.425,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,10,606,,results\joint\runs\joint_c10_s606.json,9377.85,931168.2500000001,9311.6825,2296.791184902191,5200,False,None,,,,0.49997415568782155,0.05691770646392998,0.20102507820659643,,,,100,100,,,,,,,,101,101,101,9103.894999999999,9274.125,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,11,101,,results\joint\runs\joint_c11_s101.json,9393.85,933236.8749999987,9332.368749999987,3814.802953720093,8500,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,100,100,,,,,,,,101,101,101,8673.751,9024.7,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,11,202,,results\joint\runs\joint_c11_s202.json,9400.45,929919.3249999977,9299.193249999977,3876.384037256241,8500,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,100,100,,,,,,,,101,101,101,8735.637999999999,9067.150000000001,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,11,303,,results\joint\runs\joint_c11_s303.json,9396.7,931080.7749999996,9310.807749999996,4344.222365856171,8500,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,100,100,,,,,,,,101,101,101,8856.334500000003,9067.075,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,11,404,,results\joint\runs\joint_c11_s404.json,9388.55,931652.6250000005,9316.526250000004,4317.773129463196,8500,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,100,100,,,,,,,,101,101,101,8657.258,8999.3,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,11,505,,results\joint\runs\joint_c11_s505.json,9407.65,928667.1750000017,9286.671750000016,3858.049068212509,8500,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,100,100,,,,,,,,101,101,101,8676.3985,9043.825,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,11,606,,results\joint\runs\joint_c11_s606.json,9323.95,928685.1999999983,9286.851999999983,4011.8708238601685,8500,False,None,,,,0.16859413895622158,0.1288916828317792,0.21449418356261996,,,,100,100,,,,,,,,101,101,101,8773.196,9069.325,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,12,101,,results\joint\runs\joint_c12_s101.json,9409.6,930787.1999999993,9307.871999999992,2680.4759073257446,5300,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,100,100,,,,,,,,101,101,101,9069.784999999998,9277.075,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,12,202,,results\joint\runs\joint_c12_s202.json,9373.15,927741.625000001,9277.416250000011,2513.187091588974,5300,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,100,100,,,,,,,,101,101,101,8978.178,9212.275000000001,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,12,303,,results\joint\runs\joint_c12_s303.json,9416.8,929460.4750000006,9294.604750000006,2925.1411125659943,5300,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,100,100,,,,,,,,101,101,101,9148.235,9298.7,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,12,404,,results\joint\runs\joint_c12_s404.json,9425.45,931779.7249999992,9317.797249999992,2701.8915464878082,5300,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,100,100,,,,,,,,101,101,101,9106.289,9321.275,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,12,505,,results\joint\runs\joint_c12_s505.json,9339.8,921067.4500000014,9210.674500000014,2678.875599861145,5300,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,100,100,,,,,,,,101,101,101,9042.058,9223.35,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,12,606,,results\joint\runs\joint_c12_s606.json,9436.65,933703.8000000006,9337.038000000006,2705.3745391368866,5300,False,None,,,,0.48920999624901385,0.0339852200976211,0.1607774539610096,,,,100,100,,,,,,,,101,101,101,9120.702,9324.975,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,13,101,,results\joint\runs\joint_c13_s101.json,9209.8,907741.6500000012,9077.416500000012,1311.1121199131012,3000,False,None,,,,0.7162756183238731,0.20354816346226573,0.17795906120895214,,,,100,100,,,,,,,,101,101,101,8902.5705,9100.925,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,13,202,,results\joint\runs\joint_c13_s202.json,9342.1,916704.0999999985,9167.040999999985,1533.8888320922852,3000,False,None,,,,0.7162756183238731,0.20354816346226573,0.17795906120895214,,,,100,100,,,,,,,,101,101,101,9025.995,9176.375,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,13,303,,results\joint\runs\joint_c13_s303.json,9290.5,911909.7249999995,9119.097249999995,1507.020245552063,3000,False,None,,,,0.7162756183238731,0.20354816346226573,0.17795906120895214,,,,100,100,,,,,,,,101,101,101,8938.7175,9134.55,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,13,404,,results\joint\runs\joint_c13_s404.json,9310.0,916736.3,9167.363000000001,1340.8374502658844,3000,False,None,,,,0.7162756183238731,0.20354816346226573,0.17795906120895214,,,,100,100,,,,,,,,101,101,101,8948.545,9196.775,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,13,505,,results\joint\runs\joint_c13_s505.json,9266.75,911202.0750000014,9112.020750000014,1299.3949143886566,3000,False,None,,,,0.7162756183238731,0.20354816346226573,0.17795906120895214,,,,100,100,,,,,,,,101,101,101,8977.818000000001,9145.4,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,13,606,,results\joint\runs\joint_c13_s606.json,9328.2,916731.124999999,9167.31124999999,1495.0159430503845,3000,False,None,,,,0.7162756183238731,0.20354816346226573,0.17795906120895214,,,,100,100,,,,,,,,101,101,101,8966.1925,9208.2,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,14,101,,results\joint\runs\joint_c14_s101.json,9356.45,925103.1749999991,9251.031749999991,3206.0662484169006,7400,False,None,,,,0.2763675981848729,0.484526399605401,0.09940598881039214,,,,100,100,,,,,,,,101,101,101,8408.031500000001,8812.075,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,14,202,,results\joint\runs\joint_c14_s202.json,9402.95,927193.7749999986,9271.937749999986,3656.6612706184387,7400,False,None,,,,0.2763675981848729,0.484526399605401,0.09940598881039214,,,,100,100,,,,,,,,101,101,101,8352.419999999998,8574.575,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,14,303,,results\joint\runs\joint_c14_s303.json,9423.6,928497.1750000004,9284.971750000004,3680.0660722255707,7400,False,None,,,,0.2763675981848729,0.484526399605401,0.09940598881039214,,,,100,100,,,,,,,,101,101,101,8314.2455,8535.825,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,14,404,,results\joint\runs\joint_c14_s404.json,9390.85,927725.9749999993,9277.259749999992,3742.7333686351776,7400,False,None,,,,0.2763675981848729,0.484526399605401,0.09940598881039214,,,,100,100,,,,,,,,101,101,101,8174.883500000001,8361.4,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,14,505,,results\joint\runs\joint_c14_s505.json,9395.25,925987.7250000006,9259.877250000005,3212.0400280952454,7400,False,None,,,,0.2763675981848729,0.484526399605401,0.09940598881039214,,,,100,100,,,,,,,,101,101,101,8299.550500000001,8610.150000000001,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,14,606,,results\joint\runs\joint_c14_s606.json,9404.25,925104.0999999988,9251.040999999988,3612.9867470264435,7400,False,None,,,,0.2763675981848729,0.484526399605401,0.09940598881039214,,,,100,100,,,,,,,,101,101,101,8316.124500000002,8505.1,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,15,101,,results\joint\runs\joint_c15_s101.json,9549.1,934614.7999999997,9346.147999999997,2433.360057115555,5500,False,None,,,,0.46286069619972925,0.3585619669549284,0.012134155858510505,,,,100,100,,,,,,,,101,101,101,8836.167,9460.825,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,15,202,,results\joint\runs\joint_c15_s202.json,9564.25,938690.525,9386.90525,2808.889223098755,5500,False,None,,,,0.46286069619972925,0.3585619669549284,0.012134155858510505,,,,100,100,,,,,,,,101,101,101,9100.2425,9507.3,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,15,303,,results\joint\runs\joint_c15_s303.json,9540.5,935744.9249999995,9357.449249999994,2515.4511432647705,5500,False,None,,,,0.46286069619972925,0.3585619669549284,0.012134155858510505,,,,100,100,,,,,,,,101,101,101,9040.954,9477.349999999999,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,15,404,,results\joint\runs\joint_c15_s404.json,9533.5,937634.6499999991,9376.34649999999,2554.4799761772156,5500,False,None,,,,0.46286069619972925,0.3585619669549284,0.012134155858510505,,,,100,100,,,,,,,,101,101,101,8977.377,9459.175,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
joint,15,505,,results\joint\runs\joint_c15_s505.json,9584.4,938651.05,9386.5105,2727.2315962314606,5500,False,None,,,,0.46286069619972925,0.3585619669549284,0.012134155858510505,,,,100,100,,,,,,,,101,101,101,8984.6255,9439.15,,,,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...",1
