mutpb,cxpb,max_hard,max_medium,max_easy,curve_hard,curve_medium,curve_easy,timestamp_sec
0.39011039921367696,0.7167528349242162,-3380.99,-901.11,-43.92,"[-3799.56, -3799.56, -3795.17, -3778.65, -3749.05, -3743.68, -3730.1, -3730.1, -3715.98, -3698.66, -3688.32, -3670.25, -3653.38, -3625.72, -3606.41, -3581.77, -3579.42, -3579.42, -3573.65, -3573.65, -3561.83, -3559.37, -3554.0, -3552.96, -3551.7, -3534.68, -3520.51, -3516.84, -3502.28, -3500.98, -3500.98, -3484.26, -3484.26, -3477.79, -3472.63, -3472.63, -3470.64, -3460.21, -3449.78, -3449.78, -3442.64, -3442.64, -3439.11, -3437.56, -3437.56, -3437.1, -3437.1, -3412.33, -3412.33, -3412.33, -3411.87, -3403.02, -3401.7, -3398.94, -3388.13, -3388.13, -3384.34, -3384.15, -3382.33, -3380.99, -3380.99]","[-1042.67, -1037.32, -1024.68, -1018.14, -998.02, -995.87, -994.26, -985.76, -980.44, -962.42, -962.42, -962.42, -962.42, -960.43, -958.77, -958.25, -957.11, -954.06, -950.03, -950.03, -947.0, -947.0, -947.0, -943.49, -940.94, -940.94, -938.07, -938.07, -937.15, -937.15, -934.5, -932.35, -932.35, -932.35, -927.3, -918.9, -918.65, -918.65, -916.09, -916.09, -914.11, -913.73, -913.73, -910.17, -910.17, -909.81, -908.88, -908.27, -908.27, -907.03, -907.03, -904.29, -903.76, -902.71, -902.09, -901.78, -901.78, -901.37, -901.37, -901.37, -901.11]","[-81.1, -81.1, -58.15, -58.15, -54.52, -54.52, -51.9, -48.27, -48.23, -48.09, -48.0, -46.48, -46.48, -45.73, -45.73, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761017230.509541
0.3371146623216983,0.4104688019711912,-3443.09,-904.39,-43.92,"[-3799.56, -3799.56, -3756.2, -3756.2, -3756.2, -3742.76, -3698.77, -3698.77, -3690.51, -3681.59, -3673.99, -3662.81, -3661.25, -3652.21, -3630.52, -3630.52, -3611.23, -3611.23, -3611.23, -3608.58, -3592.25, -3592.25, -3574.1, -3574.1, -3566.77, -3566.77, -3563.25, -3559.71, -3554.33, -3554.33, -3552.23, -3545.18, -3541.65, -3532.72, -3530.72, -3510.14, -3510.14, -3510.14, -3508.58, -3503.42, -3483.04, -3483.04, -3483.04, -3481.25, -3480.59, -3479.24, -3478.42, -3469.82, -3464.68, -3464.46, -3462.67, -3461.57, -3461.57, -3461.57, -3450.24, -3450.24, -3449.36, -3445.56, -3444.88, -3444.88, -3443.09]","[-1042.67, -1037.65, -1027.47, -1015.24, -1015.24, -1007.23, -1007.23, -1001.7, -1000.33, -996.54, -996.08, -992.29, -987.35, -984.48, -977.75, -975.61, -974.69, -960.99, -960.99, -960.99, -960.99, -951.13, -951.13, -951.13, -950.89, -948.42, -945.91, -942.32, -942.32, -939.77, -937.21, -937.21, -936.43, -936.43, -935.01, -932.87, -929.45, -926.84, -926.84, -920.31, -920.31, -920.31, -918.78, -915.88, -913.68, -913.68, -913.68, -913.68, -913.27, -913.27, -911.12, -911.12, -907.44, -907.25, -907.25, -907.25, -904.39, -904.39, -904.39, -904.39, -904.39]","[-81.1, -78.11, -77.44, -63.53, -55.8, -55.8, -55.13, -55.13, -48.0, -48.0, -48.0, -45.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761017546.001057
0.23463637627881087,0.36761798150530506,-3443.97,-904.39,-43.92,"[-3799.56, -3795.32, -3795.32, -3768.49, -3750.77, -3748.19, -3730.22, -3730.22, -3723.6, -3706.51, -3700.65, -3700.65, -3680.2, -3662.32, -3648.98, -3646.36, -3646.36, -3646.14, -3646.14, -3631.66, -3618.77, -3618.77, -3610.0, -3606.61, -3606.61, -3599.25, -3599.25, -3588.75, -3584.08, -3573.87, -3569.88, -3569.88, -3559.53, -3559.53, -3558.62, -3557.85, -3551.28, -3535.22, -3535.22, -3514.57, -3514.57, -3514.57, -3514.57, -3514.57, -3504.57, -3499.37, -3499.37, -3493.51, -3493.51, -3493.29, -3486.66, -3467.42, -3453.11, -3451.33, -3451.33, -3451.33, -3451.33, -3449.54, -3443.97, -3443.97, -3443.97]","[-1042.67, -1037.65, -1035.78, -1026.31, -1020.92, -1019.18, -1001.34, -998.07, -995.97, -992.66, -982.75, -982.75, -982.75, -978.85, -978.42, -973.63, -972.73, -972.73, -968.0, -968.0, -958.94, -956.13, -954.02, -954.02, -951.65, -946.0, -946.0, -943.44, -941.04, -936.2, -936.2, -933.9, -933.9, -931.64, -931.64, -931.64, -928.06, -928.06, -923.15, -922.4, -916.71, -916.71, -916.71, -916.71, -916.71, -916.46, -915.93, -910.59, -910.59, -907.88, -907.57, -907.57, -907.57, -907.57, -907.57, -907.57, -907.57, -905.57, -904.66, -904.66, -904.39]","[-81.1, -79.34, -79.34, -75.88, -71.47, -68.3, -65.58, -64.47, -59.34, -58.44, -58.22, -52.2, -52.2, -52.2, -51.98, -45.95, -45.47, -45.47, -45.25, -45.25, -45.25, -45.25, -45.25, -44.14, -44.14, -44.14, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761018336.355469
0.757461341179523,0.8940668357827032,-3457.07,-924.85,-43.92,"[-3799.56, -3779.05, -3762.9, -3747.69, -3739.4, -3726.62, -3710.0, -3659.81, -3659.81, -3649.45, -3649.45, -3639.99, -3633.93, -3627.44, -3627.44, -3602.29, -3602.29, -3602.29, -3602.29, -3602.29, -3578.65, -3578.65, -3578.65, -3560.35, -3560.35, -3560.35, -3560.35, -3560.35, -3560.35, -3559.0, -3556.7, -3555.89, -3520.02, -3503.76, -3503.76, -3503.76, -3482.53, -3482.53, -3480.58, -3480.58, -3480.58, -3478.79, -3476.2, -3474.88, -3470.13, -3470.13, -3470.13, -3468.96, -3468.96, -3468.96, -3468.96, -3468.96, -3468.96, -3468.96, -3468.96, -3457.07, -3457.07, -3457.07, -3457.07, -3457.07, -3457.07]","[-1042.67, -1027.51, -1027.51, -1000.24, -1000.24, -999.34, -992.05, -992.05, -989.5, -986.08, -974.65, -974.65, -972.96, -965.7, -958.07, -958.07, -950.22, -950.22, -950.18, -939.0, -939.0, -939.0, -939.0, -937.66, -935.95, -935.95, -929.18, -929.18, -929.18, -929.18, -929.18, -929.18, -928.9, -928.9, -928.9, -927.94, -927.92, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85, -924.85]","[-81.1, -78.59, -58.44, -58.44, -52.2, -52.2, -46.85, -45.95, -45.73, -45.73, -45.25, -45.25, -45.25, -45.03, -44.23, -44.23, -44.14, -44.14, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761018445.0375698
0.8202848473739206,0.5192349223617229,-3486.12,-927.63,-43.92,"[-3799.56, -3799.56, -3790.79, -3774.8, -3770.04, -3769.58, -3736.69, -3719.94, -3710.35, -3680.83, -3680.83, -3680.83, -3676.62, -3663.01, -3629.91, -3629.91, -3621.18, -3621.18, -3609.93, -3596.29, -3596.29, -3581.96, -3581.96, -3581.26, -3570.23, -3568.47, -3568.47, -3555.68, -3555.68, -3555.68, -3543.67, -3543.67, -3543.67, -3526.35, -3526.35, -3526.35, -3526.35, -3526.35, -3526.35, -3526.35, -3524.97, -3509.62, -3509.62, -3509.62, -3500.02, -3500.02, -3500.02, -3500.02, -3500.02, -3500.02, -3500.02, -3496.98, -3490.7, -3490.7, -3490.7, -3490.7, -3490.7, -3490.7, -3486.12, -3486.12, -3486.12]","[-1042.67, -1036.01, -1029.43, -1025.58, -1013.38, -1013.38, -1011.98, -992.04, -992.04, -986.8, -983.57, -983.57, -975.13, -973.38, -966.4, -965.43, -964.01, -957.46, -957.46, -957.46, -951.44, -950.56, -946.35, -946.35, -946.35, -946.35, -944.26, -944.26, -944.26, -942.73, -942.03, -942.03, -936.69, -934.14, -934.14, -934.14, -934.14, -934.14, -930.89, -930.89, -930.89, -930.89, -930.89, -930.89, -930.89, -930.89, -930.89, -930.89, -930.89, -930.34, -930.34, -927.67, -927.67, -927.67, -927.63, -927.63, -927.63, -927.63, -927.63, -927.63, -927.63]","[-81.1, -74.85, -71.75, -53.46, -53.46, -53.46, -53.46, -48.23, -48.23, -45.88, -45.34, -45.25, -44.23, -44.14, -44.14, -44.14, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761018611.524299
0.13233265429239333,0.7525828128517587,-3457.6,-910.8,-43.92,"[-3799.56, -3776.91, -3776.91, -3760.63, -3729.54, -3721.02, -3678.8, -3678.8, -3678.8, -3667.25, -3661.1, -3649.36, -3649.36, -3642.97, -3642.97, -3638.03, -3633.07, -3621.24, -3615.89, -3615.69, -3609.39, -3602.29, -3598.23, -3591.32, -3587.44, -3581.03, -3575.28, -3571.15, -3565.24, -3561.63, -3558.06, -3548.93, -3547.31, -3547.31, -3536.89, -3518.67, -3518.67, -3517.77, -3517.77, -3515.72, -3502.79, -3496.3, -3490.77, -3483.6, -3480.42, -3467.62, -3467.62, -3462.74, -3462.74, -3457.83, -3457.83, -3457.83, -3457.6, -3457.6, -3457.6, -3457.6, -3457.6, -3457.6, -3457.6, -3457.6, -3457.6]","[-1042.67, -1037.93, -1023.94, -1014.24, -1010.83, -1005.29, -1000.18, -996.03, -990.52, -989.67, -984.47, -981.56, -978.83, -977.21, -974.45, -969.52, -967.77, -962.41, -958.88, -951.79, -948.18, -948.18, -945.47, -943.08, -942.4, -942.4, -937.29, -936.48, -934.23, -933.1, -931.45, -929.37, -929.37, -924.57, -924.07, -920.59, -920.59, -920.59, -920.59, -917.53, -917.53, -917.53, -917.53, -917.12, -917.12, -916.26, -914.71, -914.71, -912.41, -912.41, -912.15, -911.61, -910.8, -910.8, -910.8, -910.8, -910.8, -910.8, -910.8, -910.8, -910.8]","[-81.1, -81.1, -74.33, -64.69, -64.69, -64.69, -58.44, -58.05, -55.81, -52.2, -51.58, -51.58, -45.92, -45.92, -45.12, -44.14, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761019211.850139
0.5847934712043736,0.09862839325986414,-3493.82,-922.54,-43.92,"[-3799.56, -3799.56, -3799.56, -3788.23, -3748.75, -3748.75, -3730.05, -3720.07, -3710.03, -3693.78, -3686.9, -3686.9, -3686.9, -3681.83, -3667.24, -3667.24, -3650.78, -3643.78, -3643.78, -3633.88, -3622.55, -3622.55, -3619.23, -3609.1, -3593.44, -3593.44, -3593.44, -3588.76, -3588.76, -3578.45, -3578.45, -3563.34, -3560.82, -3560.82, -3560.82, -3560.65, -3544.31, -3544.31, -3544.31, -3535.51, -3535.51, -3535.51, -3530.64, -3530.64, -3530.64, -3513.69, -3510.88, -3510.88, -3510.88, -3510.88, -3510.88, -3508.11, -3508.11, -3508.11, -3508.11, -3508.11, -3501.19, -3501.19, -3493.82, -3493.82, -3493.82]","[-1042.67, -1036.91, -1032.99, -1030.68, -1020.09, -1020.09, -1017.34, -1017.34, -1017.34, -1013.96, -1011.01, -1006.07, -1005.12, -994.17, -994.17, -991.9, -989.32, -988.75, -984.21, -978.37, -978.19, -968.7, -964.83, -964.83, -964.21, -964.21, -959.63, -958.16, -958.16, -957.41, -957.41, -948.5, -948.5, -948.5, -948.5, -944.76, -944.76, -944.6, -940.7, -940.7, -940.7, -940.7, -940.7, -939.97, -939.97, -937.38, -932.99, -932.99, -932.46, -932.46, -932.46, -932.46, -929.92, -929.92, -929.92, -925.17, -925.17, -925.16, -925.16, -924.9, -922.54]","[-81.1, -81.1, -75.99, -75.99, -59.06, -58.44, -58.44, -58.44, -52.2, -47.07, -47.07, -47.07, -46.85, -46.85, -46.85, -46.85, -45.95, -45.95, -45.95, -45.73, -45.47, -45.47, -45.25, -45.25, -45.25, -45.25, -45.25, -45.12, -45.12, -45.03, -45.03, -44.01, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761019674.2238393
0.7756460200139371,0.8667882802566641,-3467.65,-909.62,-43.92,"[-3799.56, -3745.74, -3744.51, -3744.51, -3738.67, -3726.0, -3718.69, -3704.21, -3700.15, -3687.39, -3660.8, -3637.13, -3629.47, -3608.02, -3608.02, -3599.32, -3599.32, -3594.03, -3576.63, -3576.63, -3555.91, -3555.36, -3538.44, -3529.23, -3529.23, -3517.13, -3517.13, -3517.13, -3517.13, -3517.13, -3514.16, -3514.16, -3506.1, -3502.52, -3502.52, -3500.74, -3500.74, -3499.87, -3499.87, -3499.87, -3499.87, -3499.87, -3499.87, -3499.87, -3491.46, -3491.46, -3491.46, -3491.46, -3491.46, -3491.46, -3482.78, -3482.78, -3482.78, -3471.45, -3471.45, -3471.45, -3471.45, -3471.45, -3471.45, -3467.65, -3467.65]","[-1042.67, -1027.51, -1027.51, -1019.84, -1008.4, -1005.16, -997.21, -992.69, -992.69, -992.17, -990.7, -987.47, -982.44, -976.72, -975.78, -972.78, -972.78, -972.78, -964.2, -961.18, -954.35, -951.74, -946.36, -938.77, -938.77, -934.95, -934.95, -934.95, -934.17, -934.17, -934.17, -932.08, -932.08, -932.08, -932.08, -932.08, -932.08, -927.3, -927.3, -924.27, -924.27, -924.27, -921.36, -921.36, -920.93, -917.67, -917.67, -917.67, -917.67, -917.67, -917.67, -917.67, -917.67, -917.67, -916.38, -916.38, -915.13, -915.13, -915.13, -909.62, -909.62]","[-81.1, -78.59, -69.44, -57.2, -56.29, -51.72, -51.72, -51.19, -51.05, -45.95, -44.94, -44.94, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761020479.3823674
0.28487671917244234,0.8268087511770597,-3358.3,-900.74,-43.92,"[-3799.56, -3764.36, -3764.36, -3764.33, -3741.58, -3727.29, -3711.19, -3703.03, -3662.65, -3662.65, -3646.15, -3646.15, -3639.41, -3631.24, -3626.19, -3615.47, -3611.01, -3599.22, -3595.71, -3572.75, -3552.13, -3548.62, -3531.17, -3531.17, -3531.17, -3531.17, -3527.59, -3514.57, -3512.33, -3512.33, -3510.77, -3507.59, -3505.51, -3490.88, -3490.44, -3488.65, -3488.65, -3478.23, -3472.93, -3469.07, -3465.5, -3452.06, -3442.91, -3441.99, -3434.85, -3432.61, -3432.61, -3412.49, -3412.08, -3408.43, -3402.89, -3395.43, -3384.64, -3384.64, -3384.64, -3382.18, -3376.82, -3371.02, -3363.61, -3363.38, -3358.3]","[-1042.67, -1031.26, -1018.8, -1012.33, -1009.92, -1004.66, -999.59, -997.69, -984.38, -979.26, -967.08, -967.08, -962.31, -956.87, -956.87, -956.18, -954.0, -953.64, -951.57, -944.43, -944.43, -937.59, -937.5, -935.04, -935.04, -928.08, -928.08, -926.85, -926.85, -922.97, -922.97, -922.97, -920.37, -917.5, -915.67, -914.43, -914.43, -913.07, -912.6, -910.3, -910.3, -908.47, -907.08, -907.08, -905.24, -905.24, -904.98, -904.67, -904.67, -904.42, -904.11, -904.11, -901.45, -901.45, -901.45, -901.29, -901.03, -901.03, -900.74, -900.74, -900.74]","[-81.1, -81.1, -74.1, -73.81, -65.8, -59.56, -59.56, -59.56, -57.75, -57.75, -45.25, -45.03, -45.03, -45.03, -45.03, -45.03, -45.03, -45.03, -45.03, -45.03, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761020493.7382329
0.5011506216842198,0.2481727629869997,-3465.8,-913.84,-43.92,"[-3799.56, -3799.56, -3758.41, -3741.79, -3722.5, -3722.5, -3708.63, -3708.63, -3691.56, -3691.56, -3671.96, -3671.96, -3670.64, -3666.79, -3663.8, -3649.13, -3649.13, -3649.13, -3641.66, -3615.13, -3615.13, -3615.13, -3599.27, -3599.21, -3599.21, -3595.56, -3589.45, -3589.45, -3578.51, -3578.51, -3578.51, -3577.05, -3572.14, -3562.05, -3562.05, -3562.05, -3562.05, -3540.31, -3540.31, -3529.74, -3529.74, -3529.74, -3529.74, -3516.58, -3516.58, -3516.21, -3508.93, -3508.93, -3506.54, -3484.66, -3484.66, -3484.66, -3484.66, -3482.56, -3482.56, -3482.56, -3467.93, -3467.93, -3467.28, -3467.28, -3465.8]","[-1042.67, -1040.72, -1034.61, -1029.81, -1025.49, -1019.54, -1013.39, -1006.66, -997.23, -997.23, -991.64, -991.21, -979.53, -977.95, -977.95, -977.95, -966.61, -966.61, -966.61, -966.61, -957.59, -952.07, -952.07, -952.07, -951.86, -951.86, -949.96, -949.96, -949.0, -942.6, -942.1, -942.1, -942.1, -941.1, -941.04, -938.53, -938.53, -930.11, -930.11, -930.11, -930.11, -930.11, -927.4, -927.4, -927.4, -927.28, -925.36, -924.34, -924.34, -924.34, -921.27, -919.66, -919.66, -919.66, -916.4, -913.84, -913.84, -913.84, -913.84, -913.84, -913.84]","[-81.1, -64.69, -59.48, -59.48, -59.26, -51.86, -51.86, -46.48, -46.48, -46.48, -46.48, -46.48, -44.14, -44.14, -44.14, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761020509.7871487
0.8529630398180562,0.6280971830727247,-3495.1,-927.92,-43.92,"[-3799.56, -3799.56, -3790.79, -3790.79, -3746.28, -3725.51, -3724.86, -3703.26, -3703.26, -3695.46, -3661.39, -3636.86, -3636.86, -3620.68, -3620.68, -3619.1, -3606.81, -3605.37, -3581.49, -3575.55, -3575.55, -3575.55, -3575.55, -3575.55, -3575.55, -3575.55, -3573.2, -3550.1, -3550.1, -3547.56, -3544.23, -3544.23, -3544.23, -3533.06, -3533.06, -3533.06, -3533.06, -3533.06, -3529.21, -3516.75, -3516.75, -3516.75, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3500.33, -3495.1, -3495.1, -3495.1]","[-1042.67, -1034.56, -1015.79, -1015.79, -1015.79, -1004.1, -1004.1, -1000.54, -998.65, -981.61, -981.61, -981.61, -980.04, -979.15, -970.66, -965.77, -962.29, -958.39, -958.39, -955.68, -955.68, -955.68, -955.68, -955.53, -951.63, -951.63, -949.02, -946.4, -946.4, -946.4, -946.4, -946.4, -946.4, -946.4, -946.4, -946.4, -940.74, -940.74, -940.74, -940.74, -940.74, -940.74, -939.53, -939.53, -939.53, -939.53, -939.53, -939.53, -939.53, -939.21, -939.21, -939.21, -939.21, -939.21, -939.21, -939.21, -939.21, -939.21, -939.21, -939.01, -927.92]","[-81.1, -77.54, -62.94, -62.94, -59.59, -50.02, -50.02, -50.02, -46.55, -46.55, -46.55, -46.55, -46.55, -46.36, -45.73, -45.73, -45.73, -45.73, -45.73, -45.73, -45.73, -45.73, -45.25, -45.25, -45.25, -45.25, -45.25, -45.25, -45.25, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761021651.0086257
0.6596509347495828,0.1221835124056787,-3511.81,-916.26,-43.92,"[-3799.56, -3799.56, -3788.95, -3788.95, -3773.99, -3766.18, -3753.61, -3747.08, -3734.65, -3727.68, -3714.27, -3714.27, -3709.63, -3678.42, -3665.69, -3631.08, -3631.08, -3627.05, -3627.05, -3620.3, -3620.3, -3620.3, -3620.3, -3606.78, -3606.78, -3603.19, -3600.78, -3596.65, -3594.19, -3586.58, -3585.59, -3562.48, -3562.48, -3562.0, -3561.23, -3561.23, -3546.74, -3546.74, -3546.74, -3539.18, -3539.18, -3530.99, -3530.99, -3530.99, -3530.99, -3530.99, -3530.99, -3525.67, -3525.67, -3519.5, -3519.5, -3519.5, -3512.35, -3512.35, -3512.35, -3512.35, -3512.35, -3511.81, -3511.81, -3511.81, -3511.81]","[-1042.67, -1040.55, -1029.54, -1026.94, -1017.12, -1017.12, -1002.6, -1001.02, -996.07, -994.2, -987.76, -985.73, -985.73, -980.68, -980.68, -980.68, -980.68, -980.68, -978.44, -978.44, -974.6, -974.6, -974.6, -974.56, -959.29, -959.29, -959.29, -959.29, -958.63, -953.85, -953.85, -953.85, -953.85, -951.0, -951.0, -947.89, -947.89, -947.89, -947.89, -947.89, -947.66, -941.1, -936.45, -934.56, -934.56, -934.56, -934.56, -934.56, -934.4, -934.4, -934.4, -934.4, -934.11, -924.86, -924.86, -922.01, -920.47, -920.47, -920.47, -916.26, -916.26]","[-81.1, -75.58, -68.81, -61.92, -61.92, -55.66, -55.28, -55.28, -52.92, -52.87, -48.09, -48.09, -47.64, -47.64, -44.01, -44.01, -44.01, -44.01, -44.01, -44.01, -44.01, -44.01, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761021968.7904942
0.9444735803776138,0.8193950818206213,-3501.78,-933.35,-43.92,"[-3799.56, -3766.58, -3764.76, -3748.82, -3745.54, -3735.11, -3729.67, -3729.67, -3707.5, -3707.5, -3707.5, -3675.68, -3675.68, -3661.22, -3661.22, -3660.24, -3630.44, -3630.44, -3630.44, -3630.44, -3629.55, -3624.45, -3618.96, -3618.96, -3599.71, -3599.71, -3599.71, -3574.59, -3574.59, -3574.59, -3573.86, -3573.86, -3573.86, -3573.86, -3573.86, -3573.86, -3573.86, -3573.86, -3573.86, -3568.98, -3557.72, -3557.72, -3557.72, -3557.72, -3557.51, -3557.51, -3555.73, -3555.73, -3555.73, -3555.73, -3532.61, -3532.61, -3532.61, -3516.49, -3516.49, -3516.49, -3516.49, -3516.49, -3516.49, -3516.49, -3501.78]","[-1042.67, -1036.65, -1021.63, -1015.62, -1008.07, -1008.07, -1006.87, -1000.33, -998.96, -990.69, -984.3, -984.3, -984.3, -977.15, -971.01, -971.01, -967.26, -964.08, -964.08, -964.08, -963.39, -953.7, -953.7, -953.7, -953.7, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -946.89, -944.87, -944.87, -944.87, -944.87, -944.87, -944.87, -944.87, -944.87, -944.87, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35, -933.35]","[-81.1, -70.93, -70.93, -64.69, -62.57, -58.22, -57.07, -56.15, -48.1, -48.1, -47.61, -46.77, -46.28, -46.28, -45.25, -45.25, -45.16, -45.16, -45.16, -44.23, -44.23, -44.14, -44.14, -44.14, -44.14, -44.14, -44.14, -44.01, -44.01, -44.01, -44.01, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92, -43.92]",1761022530.558982
