algo,candidate_id,seed,best_final,auc_best,auc_best_norm,runtime_sec,evals_total,budget_triggered,stop_reason,cxpb,mutpb,mutation_rate,parents_rate,sel_mutation,tail_mutation,c1,c2,w,error
pso,100,1001,438.5,43341.97499999998,437.79772727272706,69.50089192390442,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,101,438.35,43378.34999999992,438.1651515151507,70.676682472229,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,1102,438.05,43359.225000000035,437.97196969697006,70.83699822425842,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,202,438.2,43356.14999999995,437.9409090909086,63.94363498687744,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,303,438.65,43367.02500000003,438.05075757575787,65.65426111221313,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,404,437.75,43309.949999999946,437.4742424242419,63.71098518371582,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,505,438.65,43372.650000000045,438.1075757575762,68.28794240951538,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,606,438.65,43398.30000000008,438.3666666666675,68.43305587768555,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,707,438.65,43324.20000000006,437.61818181818245,65.35407137870789,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,808,438.35,43364.62499999999,438.02651515151507,62.09805941581726,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,100,909,437.9,43336.500000000095,437.7424242424252,69.73240947723389,-1,False,None,,,,,,,1.3650075372208974,2.2,0.45916374395425924,
pso,10,1001,438.5,43374.074999999924,438.12196969696896,78.33037543296814,-1,False,None,,,,,,,1.9756197612918602,1.539919077839151,0.7165497840622101,
pso,10,101,438.65,43401.30000000008,438.39696969697053,76.87632894515991,-1,False,None,,,,,,,1.9756197612918602,1.539919077839151,0.7165497840622101,
pso,10,1102,438.5,43398.9,438.3727272727273,78.23769545555115,-1,False,None,,,,,,,1.9756197612918602,1.539919077839151,0.7165497840622101,
pso,10,202,438.65,43378.87500000004,438.1704545454549,72.91905975341797,-1,False,None,,,,,,,1.9756197612918602,1.539919077839151,0.7165497840622101,
