algo,candidate_id,seed,best_final,auc_best,auc_best_norm,runtime_sec,evals_total,budget_triggered,stop_reason,cxpb,mutpb,mutation_rate,parents_rate,sel_mutation,tail_mutation,c1,c2,w,error
generic,10,101,8006.05,780267.6000000007,7802.676000000007,2208.7792389392853,6654,False,None,0.4259253744038022,0.3984521924599596,0.12822493162503615,,,,,,,
generic,10,202,8071.65,776514.175,7765.141750000001,2280.649925470352,6745,False,None,0.4259253744038022,0.3984521924599596,0.12822493162503615,,,,,,,
generic,10,303,7968.25,772990.2999999997,7729.902999999997,2165.474529981613,6547,False,None,0.4259253744038022,0.3984521924599596,0.12822493162503615,,,,,,,
generic,10,404,7987.6,771203.4749999995,7712.034749999995,2229.7850303649902,6621,False,None,0.4259253744038022,0.3984521924599596,0.12822493162503615,,,,,,,
generic,10,505,7924.75,769814.3000000006,7698.143000000006,2123.043706178665,6640,False,None,0.4259253744038022,0.3984521924599596,0.12822493162503615,,,,,,,
generic,10,606,8111.7,781433.0250000004,7814.330250000004,2101.5246725082397,6638,False,None,0.4259253744038022,0.3984521924599596,0.12822493162503615,,,,,,,
generic,1,101,7882.1,766757.0750000001,7667.570750000001,1839.7600784301758,4474,False,None,0.18721590725596188,0.3044361653285918,0.09763447424124129,,,,,,,
generic,1,202,7921.6,769843.4,7698.434,1770.0172202587128,4413,False,None,0.18721590725596188,0.3044361653285918,0.09763447424124129,,,,,,,
generic,1,303,7849.15,765346.6499999989,7653.466499999989,1883.5565345287323,4513,False,None,0.18721590725596188,0.3044361653285918,0.09763447424124129,,,,,,,
generic,1,404,7883.8,767137.1749999997,7671.371749999997,1820.7162036895752,4483,False,None,0.18721590725596188,0.3044361653285918,0.09763447424124129,,,,,,,
generic,1,505,7742.2,763535.024999999,7635.3502499999895,1656.6178369522095,4449,False,None,0.18721590725596188,0.3044361653285918,0.09763447424124129,,,,,,,
generic,1,606,7922.1,767241.7750000001,7672.417750000001,1659.7812349796295,4383,False,None,0.18721590725596188,0.3044361653285918,0.09763447424124129,,,,,,,
generic,2,101,8347.4,800164.5249999999,8001.645249999999,3586.346884727478,9708,False,None,0.9379686795857813,0.3336221852353528,0.10846732029884788,,,,,,,
generic,2,202,8218.6,794292.2999999996,7942.922999999996,3648.4309453964233,9709,False,None,0.9379686795857813,0.3336221852353528,0.10846732029884788,,,,,,,
generic,2,303,8255.05,789440.65,7894.4065,3514.0004439353943,9722,False,None,0.9379686795857813,0.3336221852353528,0.10846732029884788,,,,,,,
generic,2,404,8325.3,803350.1250000003,8033.501250000004,3532.113686800003,9675,False,None,0.9379686795857813,0.3336221852353528,0.10846732029884788,,,,,,,
generic,2,505,8257.15,797867.15,7978.6715,3876.5744462013245,9655,False,None,0.9379686795857813,0.3336221852353528,0.10846732029884788,,,,,,,
generic,2,606,8230.0,793531.8250000002,7935.318250000002,3905.8736209869385,9688,False,None,0.9379686795857813,0.3336221852353528,0.10846732029884788,,,,,,,
generic,3,101,7828.7,773331.2249999986,7733.312249999985,3694.060302257538,9909,False,None,0.9802330442340231,0.1484150359576882,0.19021427574968736,,,,,,,
generic,3,202,7907.0,777321.1499999999,7773.211499999999,3736.3388772010803,9921,False,None,0.9802330442340231,0.1484150359576882,0.19021427574968736,,,,,,,
generic,3,303,7923.3,764370.4250000002,7643.704250000002,3341.686667203903,9938,False,None,0.9802330442340231,0.1484150359576882,0.19021427574968736,,,,,,,
generic,3,404,7984.35,781694.6499999991,7816.946499999991,3422.130047082901,9973,False,None,0.9802330442340231,0.1484150359576882,0.19021427574968736,,,,,,,
generic,3,505,7936.7,780643.925000001,7806.439250000009,3130.2876827716827,9943,False,None,0.9802330442340231,0.1484150359576882,0.19021427574968736,,,,,,,
generic,3,606,7831.7,776503.274999999,7765.032749999989,3175.3741476535797,9909,False,None,0.9802330442340231,0.1484150359576882,0.19021427574968736,,,,,,,
generic,4,101,7446.7,732042.5749999995,7320.425749999995,459.32246804237366,1453,False,None,0.065043247928077,0.08066144202407069,0.1787666290234639,,,,,,,
generic,4,202,7588.4,746037.3500000013,7460.373500000012,461.6661138534546,1434,False,None,0.065043247928077,0.08066144202407069,0.1787666290234639,,,,,,,
generic,4,303,7513.95,735398.0999999985,7353.980999999984,478.12341141700745,1512,False,None,0.065043247928077,0.08066144202407069,0.1787666290234639,,,,,,,
generic,4,404,7460.25,737952.8000000005,7379.528000000005,486.01106333732605,1520,False,None,0.065043247928077,0.08066144202407069,0.1787666290234639,,,,,,,
generic,4,505,7576.2,742105.5250000004,7421.055250000004,495.1768743991852,1561,False,None,0.065043247928077,0.08066144202407069,0.1787666290234639,,,,,,,
generic,4,606,7370.7,727704.6750000006,7277.046750000006,452.749267578125,1474,False,None,0.065043247928077,0.08066144202407069,0.1787666290234639,,,,,,,
generic,5,101,8718.8,817040.6750000003,8170.406750000003,2835.368714094162,8450,False,None,0.7131562409139655,0.42685330873768024,0.012944165172573421,,,,,,,
generic,5,202,8646.0,811297.0,8112.97,2775.9526538848877,8487,False,None,0.7131562409139655,0.42685330873768024,0.012944165172573421,,,,,,,
generic,5,303,8653.5,806290.4250000002,8062.904250000001,2800.1323833465576,8462,False,None,0.7131562409139655,0.42685330873768024,0.012944165172573421,,,,,,,
